,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
91,5,1,2,42,2,2,3,1,92,2,75.0,24.0,59.0,64.0,70.0,76.0,39.0,76.0,74.0,32.0,77.0,38.0,310.0,394.0,533.407999999961,1,1,,,,
92,5,1,2,43,1,2,3,1,93,3,70.0,64.0,55.0,84.0,82.0,33.0,30.0,69.0,78.0,65.0,73.0,79.0,388.0,394.0,316.89820000001936,1,1,,,,
93,5,1,2,44,2,2,3,1,94,4,56.0,72.0,72.0,36.0,86.0,52.0,71.0,67.0,75.0,67.0,54.0,51.0,345.0,414.0,350.04900000001066,1,1,,,,
94,5,1,2,45,1,2,3,1,95,3,90.0,88.0,81.0,37.0,53.0,35.0,37.0,35.0,69.0,89.0,61.0,79.0,391.0,363.0,333.38000000001637,0,1,,,,
95,5,1,2,46,2,2,3,1,96,2,88.0,57.0,90.0,67.0,64.0,87.0,58.0,90.0,73.0,88.0,69.0,69.0,458.0,442.0,466.73199999990175,1,0,,,,
96,5,1,2,47,1,2,3,1,97,3,55.0,89.0,47.0,79.0,80.0,69.0,76.0,90.0,62.0,85.0,82.0,73.0,402.0,485.0,433.3940000000411,1,1,,,,
97,5,1,2,48,1,2,3,1,98,3,38.0,80.0,21.0,66.0,77.0,52.0,34.0,60.0,62.0,47.0,82.0,73.0,314.0,378.0,516.7390000000597,0,0,,,,
98,5,1,2,49,2,2,3,1,99,2,26.0,89.0,81.0,85.0,56.0,41.0,54.0,42.0,79.0,58.0,46.0,69.0,384.0,342.0,350.04900000001084,0,1,,,,
99,5,1,2,50,2,2,3,1,100,4,84.0,74.0,63.0,77.0,64.0,34.0,77.0,60.0,83.0,46.0,72.0,43.0,334.0,443.0,483.4010000000127,1,1,,,,
100,5,1,3,1,0,1,2,1,101,0,17.0,76.0,27.0,66.0,44.0,84.0,62.0,60.0,90.0,72.0,61.0,68.0,314.0,413.0,533.4079999999376,1,1,,,,
101,5,1,3,2,0,1,2,1,102,0,84.0,20.0,90.0,86.0,42.0,81.0,33.0,47.0,88.0,85.0,63.0,62.0,403.0,378.0,616.7529999999912,0,1,,,,
102,5,1,3,3,0,1,2,1,103,0,56.0,45.0,42.0,42.0,85.0,57.0,50.0,49.0,63.0,56.0,63.0,47.0,327.0,328.0,400.05599999999396,0,0,,,,
103,5,1,3,4,0,1,2,1,104,0,85.0,38.0,43.0,40.0,63.0,78.0,87.0,76.0,78.0,45.0,78.0,39.0,347.0,403.0,500.0700000000653,0,0,,,,
104,5,1,3,5,0,1,2,1,105,0,71.0,81.0,84.0,76.0,86.0,74.0,44.0,76.0,81.0,82.0,78.0,79.0,472.0,440.0,416.7250000000351,0,1,,,,
105,5,1,3,6,0,1,2,1,106,0,44.0,76.0,81.0,82.0,78.0,79.0,71.0,81.0,84.0,76.0,86.0,74.0,440.0,472.0,483.4010000000009,1,1,,,,
106,5,1,3,7,0,1,2,1,107,0,63.0,56.0,87.0,74.0,55.0,90.0,80.0,85.0,23.0,40.0,75.0,83.0,425.0,386.0,416.7249999999885,0,1,,,,
107,5,1,3,8,0,1,2,1,108,0,42.0,28.0,61.0,43.0,33.0,73.0,82.0,77.0,20.0,56.0,83.0,74.0,280.0,392.0,400.25840000001506,1,1,,,,
108,5,1,3,9,0,1,2,1,109,0,68.0,36.0,85.0,30.0,89.0,37.0,51.0,54.0,81.0,34.0,52.0,89.0,345.0,361.0,450.06299999997736,1,1,,,,
109,5,1,3,10,0,1,2,1,110,0,80.0,85.0,23.0,40.0,75.0,83.0,63.0,56.0,87.0,74.0,55.0,90.0,386.0,425.0,616.7530000000376,1,1,,,,
110,5,1,3,11,0,1,2,1,111,0,90.0,75.0,68.0,86.0,76.0,16.0,87.0,81.0,71.0,74.0,36.0,53.0,411.0,402.0,983.4710000000423,0,1,,,,
111,5,1,3,12,0,1,2,1,112,0,61.0,71.0,14.0,49.0,70.0,67.0,76.0,53.0,75.0,82.0,73.0,74.0,332.0,433.0,666.7600000000323,0,0,,,,
112,5,1,3,13,0,1,2,1,113,0,69.0,79.0,76.0,38.0,86.0,55.0,63.0,58.0,56.0,90.0,54.0,42.0,403.0,363.0,500.06999999997214,1,0,,,,
113,5,1,3,14,0,1,2,1,114,0,33.0,47.0,88.0,85.0,63.0,62.0,84.0,20.0,90.0,86.0,42.0,81.0,378.0,403.0,600.0839999998801,1,1,,,,
114,5,1,3,15,0,1,2,1,115,0,75.0,71.0,46.0,48.0,77.0,65.0,74.0,74.0,82.0,37.0,44.0,80.0,382.0,391.0,416.7250000000351,1,1,,,,
115,5,1,3,16,0,1,2,1,116,0,57.0,78.0,79.0,72.0,53.0,51.0,59.0,90.0,85.0,45.0,77.0,87.0,390.0,443.0,500.07000000003035,1,1,,,,
116,5,1,3,17,0,1,2,1,117,0,70.0,44.0,83.0,46.0,88.0,71.0,48.0,59.0,75.0,49.0,80.0,80.0,402.0,391.0,650.0910000000147,1,0,,,,
117,5,1,3,18,0,1,2,1,118,0,87.0,75.0,51.0,89.0,60.0,58.0,26.0,58.0,58.0,84.0,70.0,30.0,420.0,326.0,483.4009999999312,0,1,,,,
118,5,1,3,19,0,1,2,1,119,0,84.0,89.0,15.0,78.0,37.0,79.0,69.0,80.0,63.0,62.0,47.0,45.0,382.0,366.0,416.7249999998603,0,1,,,,
119,5,1,3,20,0,1,2,1,120,0,76.0,20.0,46.0,67.0,60.0,61.0,89.0,78.0,47.0,30.0,54.0,85.0,330.0,383.0,433.3940000001108,1,1,,,,
120,5,1,3,21,0,1,2,1,121,0,59.0,48.0,82.0,81.0,38.0,87.0,53.0,56.0,88.0,48.0,66.0,76.0,395.0,387.0,500.06999999983236,1,0,,,,
121,5,1,3,22,0,1,2,1,122,0,49.0,42.0,31.0,62.0,23.0,63.0,34.0,82.0,16.0,77.0,25.0,60.0,270.0,294.0,483.40100000002417,0,0,,,,
122,5,1,3,23,0,1,2,1,123,0,74.0,80.0,82.0,48.0,87.0,88.0,82.0,79.0,42.0,42.0,65.0,47.0,459.0,357.0,416.7249999998603,0,1,,,,
123,5,1,3,24,0,1,2,1,124,0,53.0,56.0,88.0,48.0,66.0,76.0,59.0,48.0,82.0,81.0,38.0,87.0,387.0,395.0,400.05600000012197,1,1,,,,
124,5,1,3,25,0,1,2,1,125,0,29.0,76.0,67.0,13.0,50.0,88.0,16.0,64.0,89.0,81.0,71.0,33.0,323.0,354.0,500.07000000008856,0,0,,,,
125,5,1,3,26,0,1,2,1,126,0,58.0,14.0,61.0,64.0,73.0,43.0,44.0,80.0,53.0,67.0,75.0,54.0,313.0,373.0,466.73199999984354,1,1,,,,
126,5,1,3,27,0,1,2,1,127,0,63.0,60.0,44.0,71.0,84.0,64.0,90.0,60.0,63.0,36.0,62.0,87.0,386.0,398.0,450.0630000001052,1,1,,,,
127,5,1,3,28,0,1,2,1,128,0,89.0,80.0,89.0,46.0,79.0,80.0,45.0,70.0,79.0,60.0,87.0,85.0,463.0,426.0,483.401000000071,0,1,,,,
128,5,1,3,29,0,1,2,1,129,0,45.0,70.0,79.0,60.0,87.0,85.0,89.0,80.0,89.0,46.0,79.0,80.0,426.0,463.0,350.048999999906,1,1,,,,
129,5,1,3,30,0,1,2,1,130,0,78.0,80.0,53.0,69.0,46.0,44.0,45.0,69.0,84.0,22.0,26.0,88.0,370.0,334.0,500.0700000000885,0,1,,,,
130,5,1,3,31,0,1,2,1,131,0,72.0,88.0,82.0,65.0,37.0,26.0,80.0,79.0,66.0,45.0,61.0,41.0,370.0,372.0,466.73199999986684,0,0,,,,
131,5,1,3,32,0,1,2,1,132,0,35.0,75.0,80.0,89.0,49.0,16.0,53.0,84.0,34.0,57.0,80.0,60.0,344.0,368.0,416.7250000001163,1,1,,,,
132,5,1,3,33,0,1,2,1,133,0,46.0,84.0,75.0,51.0,50.0,60.0,72.0,89.0,54.0,40.0,44.0,76.0,366.0,375.0,466.7320000000996,1,1,,,,
133,5,1,3,34,0,1,2,1,134,0,29.0,36.0,85.0,46.0,89.0,73.0,53.0,88.0,65.0,77.0,66.0,55.0,358.0,404.0,483.40100000009414,0,0,,,,
134,5,1,3,35,0,1,2,1,135,0,53.0,84.0,34.0,57.0,80.0,60.0,35.0,75.0,80.0,89.0,49.0,16.0,368.0,344.0,550.0770000000721,0,1,,,,
135,5,1,3,36,0,1,2,1,136,0,73.0,75.0,85.0,70.0,88.0,43.0,79.0,65.0,89.0,83.0,53.0,52.0,434.0,421.0,433.3940000001108,0,1,,,,
136,5,1,3,37,0,1,2,1,137,0,38.0,55.0,63.0,44.0,76.0,59.0,81.0,32.0,67.0,60.0,24.0,40.0,335.0,304.0,433.39400000011113,0,1,,,,
