,block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct.1,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total,participant_ID,block_progressive_ID,trial_ID,trial_ID_block,block_order,block_stimuli,left-0-right
80,4,2,0,20.0,11.0,12.0,26.0,45.0,21.0,10.0,36.0,21.0,32.0,40.0,39.0,135.0,178.0,2000.2800000000962,0,0,0,,,,,12,3,81,21,1,2,0
81,4,2,0,16.0,10.0,48.0,33.0,34.0,25.0,12.0,35.0,19.0,53.0,55.0,45.0,166.0,219.0,483.4009999999311,1,1,1,,,,,12,3,82,22,1,2,0
82,4,2,0,39.0,44.0,68.0,33.0,46.0,41.0,11.0,21.0,76.0,53.0,49.0,23.0,271.0,233.0,450.0629999998957,1,0,0,,,,,12,3,83,23,1,2,0
83,4,2,0,44.0,25.0,34.0,80.0,15.0,66.0,32.0,68.0,21.0,21.0,69.0,32.0,264.0,243.0,500.07000000008867,0,1,1,,,,,12,3,84,24,1,2,0
84,4,2,0,27.0,48.0,38.0,15.0,35.0,49.0,28.0,18.0,24.0,40.0,21.0,34.0,212.0,165.0,416.72500000000014,0,1,1,,,,,12,3,85,25,1,2,0
85,4,2,0,10.0,27.0,18.0,49.0,13.0,23.0,23.0,17.0,63.0,10.0,18.0,12.0,140.0,143.0,816.7809999999823,1,1,1,,,,,12,3,86,26,1,2,0
86,4,2,0,24.0,19.0,22.0,69.0,35.0,81.0,36.0,69.0,29.0,50.0,51.0,24.0,250.0,259.0,416.98239999993234,0,0,0,,,,,12,3,87,27,1,2,0
87,4,2,0,29.0,46.0,66.0,41.0,35.0,22.0,22.0,10.0,33.0,30.0,32.0,22.0,239.0,149.0,500.0699999999256,0,1,1,,,,,12,3,88,28,1,2,0
88,4,2,0,40.0,10.0,17.0,32.0,52.0,30.0,17.0,54.0,59.0,60.0,69.0,15.0,181.0,274.0,500.0700000000885,1,1,1,,,,,12,3,89,29,1,2,0
89,4,2,0,33.0,14.0,44.0,65.0,23.0,38.0,18.0,31.0,50.0,11.0,42.0,57.0,217.0,209.0,500.0700000000883,1,0,0,,,,,12,3,90,30,1,2,0
90,2,2,3,31.0,50.0,76.0,56.0,32.0,27.0,38.0,26.0,50.0,43.0,36.0,13.0,263.0,215.0,1100.1540000001437,0,1,1,,,,,12,4,91,1,2,1,1
91,2,2,4,63.0,25.0,31.0,16.0,73.0,13.0,74.0,33.0,43.0,38.0,56.0,49.0,174.0,340.0,416.7250000000698,1,1,1,,,,,12,4,92,2,2,1,2
92,2,2,1,46.0,42.0,48.0,50.0,47.0,65.0,18.0,67.0,34.0,39.0,35.0,25.0,228.0,288.0,483.4009999999312,1,1,1,,,,,12,4,93,3,2,1,1
93,2,2,4,39.0,30.0,46.0,47.0,17.0,46.0,21.0,56.0,33.0,51.0,57.0,33.0,263.0,213.0,250.03499999991615,0,1,1,,,,,12,4,94,4,2,1,2
94,2,2,1,39.0,13.0,23.0,12.0,27.0,34.0,41.0,77.0,16.0,15.0,39.0,28.0,185.0,179.0,250.03499999991615,1,0,0,,,,,12,4,95,5,2,1,1
95,2,2,2,22.0,78.0,34.0,37.0,67.0,34.0,42.0,23.0,25.0,50.0,72.0,38.0,260.0,262.0,266.7039999999106,0,0,0,,,,,12,4,96,6,2,1,2
96,2,2,3,34.0,74.0,40.0,16.0,36.0,14.0,59.0,53.0,89.0,21.0,56.0,11.0,314.0,189.0,266.7039999999106,0,1,1,,,,,12,4,97,7,2,1,1
97,2,2,3,74.0,65.0,43.0,59.0,42.0,27.0,10.0,61.0,59.0,13.0,48.0,62.0,276.0,287.0,766.7739999999992,1,1,1,,,,,12,4,98,8,2,1,1
98,2,2,2,30.0,16.0,45.0,34.0,22.0,32.0,59.0,16.0,33.0,34.0,52.0,72.0,204.0,241.0,333.3800000001443,0,0,0,,,,,12,4,99,9,2,1,2
99,2,2,3,63.0,19.0,57.0,15.0,67.0,25.0,16.0,27.0,33.0,30.0,16.0,51.0,252.0,167.0,416.72500000011655,0,1,1,,,,,12,4,100,10,2,1,1
100,2,2,4,15.0,40.0,25.0,42.0,18.0,36.0,16.0,26.0,57.0,53.0,25.0,66.0,263.0,156.0,683.683100000187,0,1,1,,,,,12,4,101,11,2,1,2
101,2,2,2,40.0,14.0,45.0,50.0,54.0,76.0,28.0,25.0,15.0,43.0,39.0,15.0,223.0,221.0,383.38699999987153,0,1,1,,,,,12,4,102,12,2,1,2
102,2,2,3,25.0,15.0,60.0,25.0,11.0,31.0,26.0,57.0,27.0,43.0,17.0,66.0,166.0,237.0,350.04900000006904,1,1,1,,,,,12,4,103,13,2,1,1
103,2,2,3,13.0,63.0,12.0,39.0,20.0,14.0,25.0,32.0,54.0,24.0,68.0,56.0,192.0,228.0,1483.5410000000147,0,0,0,,,,,12,4,104,14,2,1,1
104,2,2,1,44.0,72.0,20.0,37.0,30.0,50.0,10.0,18.0,24.0,13.0,59.0,32.0,187.0,222.0,433.39400000006447,1,1,1,,,,,12,4,105,15,2,1,1
105,2,2,4,17.0,36.0,59.0,51.0,14.0,50.0,10.0,18.0,56.0,28.0,32.0,41.0,224.0,188.0,283.372999999905,1,0,0,,,,,12,4,106,16,2,1,2
106,2,2,4,31.0,35.0,32.0,68.0,44.0,31.0,12.0,57.0,24.0,81.0,29.0,18.0,290.0,172.0,233.36599999992177,0,1,1,,,,,12,4,107,17,2,1,2
107,2,2,1,19.0,10.0,35.0,33.0,24.0,41.0,66.0,45.0,36.0,52.0,65.0,40.0,245.0,221.0,283.37300000009134,0,1,1,,,,,12,4,108,18,2,1,1
108,2,2,2,22.0,46.0,59.0,19.0,32.0,28.0,22.0,12.0,62.0,28.0,58.0,36.0,169.0,255.0,333.3800000000512,1,1,1,,,,,12,4,109,19,2,1,2
109,2,2,2,62.0,37.0,50.0,22.0,19.0,56.0,60.0,20.0,41.0,46.0,29.0,19.0,200.0,261.0,933.4640000001297,1,1,1,,,,,12,4,110,20,2,1,2
110,2,2,2,16.0,22.0,51.0,29.0,31.0,32.0,10.0,38.0,43.0,11.0,23.0,70.0,202.0,174.0,250.03499999991615,0,1,1,,,,,12,4,111,21,2,1,2
111,2,2,1,16.0,27.0,33.0,30.0,16.0,51.0,63.0,19.0,57.0,15.0,67.0,25.0,252.0,167.0,233.36599999992177,0,1,1,,,,,12,4,112,22,2,1,1
112,2,2,1,66.0,47.0,40.0,10.0,59.0,11.0,22.0,21.0,45.0,38.0,43.0,24.0,275.0,151.0,383.3870000001277,0,1,1,,,,,12,4,113,23,2,1,1
113,2,2,3,20.0,35.0,33.0,23.0,75.0,31.0,25.0,51.0,35.0,35.0,17.0,29.0,205.0,204.0,200.0279999999329,0,1,1,,,,,12,4,114,24,2,1,1
114,2,2,2,41.0,40.0,16.0,10.0,15.0,19.0,29.0,49.0,50.0,24.0,26.0,39.0,181.0,177.0,300.0420000000159,1,0,0,,,,,12,4,115,25,2,1,2
115,2,2,2,44.0,20.0,44.0,12.0,35.0,12.0,50.0,16.0,17.0,41.0,21.0,56.0,157.0,211.0,633.4219999999507,0,0,0,,,,,12,4,116,26,2,1,2
116,2,2,2,61.0,48.0,31.0,10.0,26.0,41.0,60.0,19.0,59.0,40.0,31.0,30.0,188.0,268.0,316.7109999998938,1,1,1,,,,,12,4,117,27,2,1,2
117,2,2,3,10.0,18.0,24.0,13.0,59.0,32.0,44.0,72.0,20.0,37.0,30.0,50.0,187.0,222.0,1000.1400000000607,1,1,1,,,,,12,4,118,28,2,1,1
118,2,2,1,10.0,26.0,26.0,50.0,88.0,24.0,13.0,67.0,39.0,11.0,26.0,10.0,202.0,188.0,350.0490000000225,0,1,1,,,,,12,4,119,29,2,1,1
119,2,2,1,25.0,32.0,54.0,24.0,68.0,56.0,13.0,63.0,12.0,39.0,20.0,14.0,192.0,228.0,366.71799999987707,1,1,1,,,,,12,4,120,30,2,1,1
120,3,2,2,49.0,14.0,40.0,29.0,57.0,31.0,46.0,45.0,21.0,35.0,10.0,22.0,220.0,179.0,933.4639999999899,0,1,1,,,,,12,5,121,1,0,1,2
121,3,2,3,14.0,56.0,52.0,36.0,77.0,66.0,61.0,74.0,30.0,49.0,47.0,25.0,301.0,286.0,333.3800000001443,0,1,1,,,,,12,5,122,2,0,1,1
122,3,2,4,26.0,34.0,72.0,12.0,34.0,23.0,56.0,63.0,31.0,63.0,45.0,10.0,201.0,268.0,383.52249999991614,0,0,0,,,,,12,5,123,3,0,1,2
123,3,2,3,38.0,13.0,19.0,54.0,11.0,50.0,33.0,28.0,23.0,12.0,46.0,56.0,185.0,198.0,416.7250000001163,0,0,0,,,,,12,5,124,4,0,1,1
124,3,2,2,85.0,20.0,44.0,71.0,53.0,30.0,22.0,44.0,35.0,20.0,51.0,43.0,303.0,215.0,383.38699999987153,0,1,1,,,,,12,5,125,5,0,1,2
125,3,2,1,17.0,26.0,15.0,80.0,42.0,72.0,10.0,26.0,36.0,49.0,64.0,32.0,252.0,217.0,383.38699999987153,0,1,1,,,,,12,5,126,6,0,1,1
126,3,2,3,37.0,47.0,28.0,14.0,15.0,13.0,44.0,22.0,12.0,28.0,67.0,22.0,154.0,195.0,416.72499999997683,1,1,1,,,,,12,5,127,7,0,1,1
127,3,2,3,10.0,26.0,53.0,58.0,23.0,61.0,78.0,28.0,27.0,11.0,38.0,53.0,231.0,235.0,333.3800000001443,1,1,1,,,,,12,5,128,8,0,1,1
128,3,2,3,61.0,72.0,11.0,12.0,33.0,25.0,27.0,46.0,75.0,24.0,44.0,16.0,214.0,232.0,416.72499999990686,1,1,1,,,,,12,5,129,9,0,1,1
129,3,2,3,37.0,34.0,22.0,39.0,34.0,40.0,50.0,14.0,11.0,53.0,10.0,19.0,206.0,157.0,366.7180000000634,1,0,0,,,,,12,5,130,10,0,1,1
130,3,2,2,69.0,26.0,49.0,44.0,26.0,41.0,68.0,40.0,17.0,51.0,55.0,11.0,255.0,242.0,283.37300000016114,0,1,1,,,,,12,5,131,11,0,1,2
131,3,2,1,43.0,45.0,22.0,15.0,11.0,17.0,33.0,40.0,16.0,54.0,13.0,53.0,153.0,209.0,366.7180000000168,1,1,1,,,,,12,5,132,12,0,1,1
132,3,2,1,76.0,35.0,53.0,25.0,56.0,65.0,18.0,24.0,74.0,57.0,31.0,46.0,310.0,250.0,333.3799999999582,0,1,1,,,,,12,5,133,13,0,1,1
133,3,2,3,19.0,23.0,74.0,22.0,19.0,27.0,38.0,19.0,28.0,16.0,24.0,19.0,184.0,144.0,333.37999999988824,0,1,1,,,,,12,5,134,14,0,1,1
134,3,2,1,38.0,60.0,20.0,84.0,24.0,28.0,49.0,41.0,76.0,32.0,44.0,53.0,254.0,295.0,366.7180000001332,0,0,0,,,,,12,5,135,15,0,1,1
