,participant_ID,treatment,block_progressive_ID,trial_ID_in_block,left-0-right,block_type,block_order,block_stimuli,trial_ID,start_position,value_left_1,value_left_2,value_left_3,value_left_4,value_left_5,value_left_6,value_right_1,value_right_2,value_right_3,value_right_4,value_right_5,value_right_6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
118,7,1,4,29,0,4,2,2,119,0,60.0,57.0,78.0,27.0,84.0,73.0,25.0,58.0,37.0,64.0,57.0,32.0,379.0,273.0,283.1604000000283,0,1,,,,
119,7,1,4,30,0,4,2,2,120,0,38.0,30.0,49.0,86.0,77.0,36.0,62.0,41.0,37.0,81.0,78.0,46.0,316.0,345.0,483.03969999998833,0,0,,,,
120,7,1,5,1,2,6,1,2,121,2,73.0,84.0,57.0,27.0,58.0,54.0,75.0,30.0,48.0,84.0,55.0,26.0,353.0,318.0,799.9883000000377,0,1,,,,
121,7,1,5,2,1,6,1,2,122,3,56.0,85.0,61.0,77.0,78.0,82.0,88.0,86.0,88.0,72.0,86.0,85.0,439.0,505.0,200.9978999998886,1,1,,,,
122,7,1,5,3,2,6,1,2,123,4,82.0,61.0,71.0,77.0,55.0,67.0,77.0,84.0,67.0,86.0,77.0,64.0,413.0,455.0,216.663899999857,1,1,,,,
123,7,1,5,4,1,6,1,2,124,1,68.0,78.0,87.0,82.0,41.0,66.0,73.0,62.0,81.0,65.0,31.0,74.0,422.0,386.0,233.3294999996666,0,1,,,,
124,7,1,5,5,2,6,1,2,125,4,15.0,76.0,73.0,72.0,63.0,10.0,61.0,21.0,33.0,59.0,67.0,72.0,309.0,313.0,683.3226999993436,1,1,,,,
125,7,1,5,6,2,6,1,2,126,2,70.0,70.0,67.0,75.0,60.0,48.0,88.0,87.0,85.0,61.0,73.0,84.0,390.0,478.0,349.99449999989014,1,1,,,,
126,7,1,5,7,2,6,1,2,127,4,41.0,71.0,60.0,86.0,31.0,59.0,73.0,70.0,22.0,50.0,86.0,83.0,348.0,384.0,366.6620999998413,0,0,,,,
127,7,1,5,8,1,6,1,2,128,3,77.0,53.0,85.0,66.0,48.0,67.0,46.0,44.0,89.0,40.0,53.0,57.0,396.0,329.0,383.32740000006737,0,1,,,,
128,7,1,5,9,2,6,1,2,129,4,33.0,56.0,86.0,71.0,87.0,14.0,84.0,59.0,87.0,84.0,66.0,52.0,347.0,432.0,349.9944999998436,1,1,,,,
129,7,1,5,10,2,6,1,2,130,4,39.0,65.0,81.0,84.0,80.0,51.0,89.0,75.0,82.0,26.0,75.0,72.0,400.0,419.0,566.6578000000676,1,1,,,,
130,7,1,5,11,1,6,1,2,131,3,37.0,76.0,86.0,35.0,87.0,89.0,87.0,85.0,83.0,47.0,66.0,57.0,410.0,425.0,399.9941999999807,1,1,,,,
131,7,1,5,12,1,6,1,2,132,1,73.0,62.0,80.0,30.0,57.0,35.0,36.0,88.0,86.0,62.0,70.0,80.0,337.0,422.0,433.32689999984575,1,1,,,,
132,7,1,5,13,1,6,1,2,133,1,73.0,35.0,40.0,89.0,71.0,81.0,24.0,89.0,23.0,45.0,65.0,63.0,389.0,309.0,483.32619999926544,0,1,,,,
133,7,1,5,14,2,6,1,2,134,2,77.0,84.0,67.0,86.0,77.0,64.0,82.0,61.0,71.0,77.0,55.0,67.0,455.0,413.0,449.9927999994717,0,1,,,,
