block_type,treatment,start_position,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,total_left,total_right,waiting_elapsed,side_chosen,choice_correct,choice_correct,bonus_block_type,bonus_trial_number_chosen,bonus_trial_correct,bonus_total
sim-bars,down,0,42,14,36,30,18,50,17,55,57,20,47,61,190,257,1183.4990000000917,right,true,true,,,,
sim-bars,down,0,13,51,76,20,45,19,27,40,39,16,38,44,224,204,2600.5382999998033,right,false,false,,,,
sim-bars,down,0,20,36,25,17,32,58,32,79,66,42,51,67,188,337,900.1259999999546,right,true,true,,,,
sim-bars,down,0,17,55,57,20,47,61,42,14,36,30,18,50,257,190,2383.6670000002237,right,false,false,,,,
sim-bars,down,0,16,13,74,16,66,38,36,34,39,19,42,27,223,197,400.0559999998659,right,false,false,,,,
sim-bars,down,0,21,51,56,42,17,13,14,60,73,28,41,20,200,236,1283.5129999999658,right,true,true,,,,
,,,,,,,,,,,,,,,,,,,,,alt-numbers,22,true,
,,,,,,,,,,,,,,,,,,,,,seq-bars,0,true,
,,,,,,,,,,,,,,,,,,,,,sim-numbers,9,true,
,,,,,,,,,,,,,,,,,,,,,seq-numbers,9,true,
,,,,,,,,,,,,,,,,,,,,,alt-bars,1,false,
,,,,,,,,,,,,,,,,,,,,,sim-bars,21,false,
,,,,,,,,,,,,,,,,,,,,,,,,2
